00059061            00000010 836229       00195382NNMDGS01YMETRO CASH AND CARRY     090211
00059061            00000005 836285       00191017NNMDGS02YCORPORATE EXPRESS FRA    090213
00059181            00000005 835590       00193003NNMDGSYGYSPICERS                  090206
00059901            00000005 836303       00145165NNMDGCOLYVIKING DIRECT            090209
00059901            00000050 836578       00113810NYMDGCOLYVIKING DIRECT            090209
00059901            00000095 835928       00153041NNMDGCOLYLYRECO FRANCE            090211
00059901            00000010 836574       00145165NYMDGCOLYVIKING DIRECT            090212
00059901            00000250 835692       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090213
00059901            00000010 836567       00198635NNMDGSYTNBHV RIVOLI               090213
00060031            00000005 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
00060181            00000010 836067       00193003NNMDGSYGYSPICERS                  090212
00060181            00000005 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
00060901            00000005 836077       00193351NYMDGSYGYPERIWAY GROUP            090204
00060901            00000005 836541       00113193NNMDGSYAYPAP DU COMMERCE          090206
00060901            00000030 835669       00195015NNMDGS02YJ.P.G.                   090210
00060901            00000100 835692       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090213
00060901            00000010 836567       00198635NNMDGSYTNBHV RIVOLI               090213
00060901            00000050 835137       00193397NNMDGSYAYSACFOM (CENTRALE)        090226
00065961            00000150 835590       00193003NNMDGSYGYSPICERS                  090206
00065961            00000065 836324       00191040NNMDGS02NJM BRUNEAU               090206
00065961            00000100 836623       00102188NNMDGSYGYM.D.S                    090210
00065961            00000010 836422       00191040NNMDGS02NJM BRUNEAU               090218
00065961            00000005 834641       00125103NNMDGS03YLIB DE L UNIVERSITE D    090511
00087012            00000020 835590       00193003NNMDGSYGYSPICERS                  090206
00087012            00000001 836541       00113193NNMDGSYAYPAP DU COMMERCE          090206
00087012            00000001 836600       00173500NNMDGS03YLA PAPETERIE SA          090206
00087012            00000004 836626       00003990NNMDGISANELBA OFFICE PRODUCTS     090213
00087012            00000010 834641       00125103NNMDGS03YLIB DE L UNIVERSITE D    090511
00089082            00000050 836324       00191040NNMDGS02NJM BRUNEAU               090206
00089082            00000050 836609       00164006NNMDGSYAYGIE GROUPE AB            090209
00089082            00000050 836402       00144032NNMDGSYANALTER BURO DISTRIBUTI    090212
00089082            00000050 836422       00191040NNMDGS02NJM BRUNEAU               090218
00092012            00000040 835928       00153041NNMDGCOLYLYRECO FRANCE            090211
00092012            00000018 836313       00193003NNMDGSYGYSPICERS                  090212
00092012            00000050 835692       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090213
00092012            00000005 834641       00125103NNMDGS03YLIB DE L UNIVERSITE D    090511
00094-20            00000020 835722       00191017NNMDGS02YCORPORATE EXPRESS FRA    090206
00094-20            00000020 836303       00145165NNMDGCOLYVIKING DIRECT            090209
00094-20            00000040 835764       00191017NNMDGS02YCORPORATE EXPRESS FRA    090210
00094-20            00000400 834084       00193397NNMDGSYAYSACFOM (CENTRALE)        090212
00094-20            00000080 836313       00193003NNMDGSYGYSPICERS                  090212
00094-20            00000400 836432       00191040NNMDGS02NJM BRUNEAU               090213
00094-20            00000700 836482       00153041NNMDGCOLYLYRECO FRANCE            090217
00107013            00000010 835714       00191017NNMDGS02YCORPORATE EXPRESS FRA    090206
00107013            00000005 829387       00374100NYMDGCATNSELECT REUNION BURO S    090212
00107013            00000008 834641       00125103NNMDGS03YLIB DE L UNIVERSITE D    090511
00116503            00000100 835590       00193003NNMDGSYGYSPICERS                  090206
00127-20            00000060 836067       00193003NNMDGSYGYSPICERS                  090212
00142086            00000010 833660       00159655NYMDGS01NTOP OFFICE DINAN         090114
00142086            00000000 835431       00147520NNMDGS03YLACAN HYPER PLEIN CIE    090206
00142086            00000100 835590       00193003NNMDGSYGYSPICERS                  090206
00142086            00000280 835132       00193397NNMDGSYAYSACFOM (CENTRALE)        090213
00142086            00000010 834641       00125103NNMDGS03YLIB DE L UNIVERSITE D    090511
00153012            00000002 834587       00820051NYMDGCATNPAPETERIE AS DE TREFL    090210
00153012            00000005 836623       00102188NNMDGSYGYM.D.S                    090210
00156-20            00000025 836574       00145165NYMDGCOLYVIKING DIRECT            090212
00165-17            00000010 835738       00191017NNMDGS02YCORPORATE EXPRESS FRA    090209
00165-17            00000040 835935       00153041NNMDGCOLYLYRECO FRANCE            090211
00165-17            00000320 835321       00138065YNTR S02YFIDUCIAL BUREAUTIQUE     090213
00165-20            00000020 835931       00191040NNMDGS02NJM BRUNEAU               090211
00265400            00000005 836615       00187040NYMDGS01YFABREGUE DUO             090206
00375062            00000100 836644       00152104NNMDGSYAYHYPERBURO ST DIZIER      090210
00375062            00001000 835895       00250000NYMDGCATNFUCSIA                   090213
00375062            00004000 835137       00193397NNMDGSYAYSACFOM (CENTRALE)        090226
00481013            00000010 834973       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090206
00481013            00000002 834587       00820051NYMDGCATNPAPETERIE AS DE TREFL    090210
00485-20            00000020 836067       00193003NNMDGSYGYSPICERS                  090212
00490031            00000010 836283       00169250NNMDGSYGNRP DIFFUSION - LYON      090209
00490031            00000050 835137       00193397NNMDGSYAYSACFOM (CENTRALE)        090226
00490081            00000005 834906       00182067NNMDGSYGYDIFPAP                   090206
00490081            00000400 835692       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090213
00490081            00000400 836479       00153043NNMDGCOLYLYRECO SA                090216
00490081            00000100 836581       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
00490131            00000150 835795       00138065NNMDGS02YFIDUCIAL BUREAUTIQUE     090210
00490131            00000030 835132       00193397NNMDGSYAYSACFOM (CENTRALE)        090213
00490151            00000020 834084       00193397NNMDGSYAYSACFOM (CENTRALE)        090212
00490961            00000250 834906       00182067NNMDGSYGYDIFPAP                   090206
00490961            00000250 836279       00127016NNMDGSYGNRP DIFFUSION VR AUBEV    090206
00490961            00000350 836378       00154138NYMDGSYAYETS SCHALLER TT POUR     090206
00490961            00000250 835770       00191017NNMDGS02YCORPORATE EXPRESS FRA    090210
00490961            00002500 835927       00153043NNMDGCOLYLYRECO SA                090211
00490961            00001500 836067       00193003NNMDGSYGYSPICERS                  090212
00490961            00007500 835692       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090213
00490961            00000950 836581       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
00490961            00003500 835137       00193397NNMDGSYAYSACFOM (CENTRALE)        090226
00513081            00000040 836310       00138065NNMDGS02YFIDUCIAL BUREAUTIQUE     090212
00531011            00000000 836413       00102999NNMDGAGANCARREFOUR HYPERMARCHE    090206
00531011            00000005 836443       00184114NNMDGCPXNAUZON VENTOUX CENTRE     090206
00531011            00000000 836570       00149033NNMDGNGONGOURONNIERES DIST.C.L    090206
00532401            00000005 832925       00159102NYMDGS01NTOP OFFICE ALES          090108
00532401            00000005 835141       00193003NNMDGSYGYSPICERS                  090205
00532401            00000010 834587       00820051NYMDGCATNPAPETERIE AS DE TREFL    090210
00532401            00000120 836574       00145165NYMDGCOLYVIKING DIRECT            090212
00532411            00000005 835966       00106602NNMDGSYTYPRIVAT SORBONNE-NICE     090504
00532441            00000010 834587       00820051NYMDGCATNPAPETERIE AS DE TREFL    090210
